rounds,output_bit_index,seed_count,samples_per_seed,total_samples,baseline,pooled_flip_rate,seed_mean_flip_rate,seed_min_flip_rate,seed_max_flip_rate,ci_level,ci_method,bootstrap_iterations,bootstrap_seed,ci_low,ci_high,baseline_delta,baseline_delta_ci_low,baseline_delta_ci_high,ci_contains_baseline,pooled_ci_method,pooled_ci_low,pooled_ci_high,pooled_ci_contains_baseline
13,255,20,2000,40000,0.500000,0.483950,0.483950,0.468500,0.502500,0.950000,seed_mean_percentile_bootstrap,10000,20260778,0.479425,0.488675,-0.016050,-0.020575,-0.011325,False,wilson_score,0.479054,0.488849,False
