rounds,input_bit_index,output_bit_index,seed,rng_seed,samples,flip_count,flip_rate,baseline_delta
13,121,255,3,20263633,500,241,0.482000,-0.018000
13,121,255,4,20264633,500,240,0.480000,-0.020000
13,121,255,5,20265633,500,258,0.516000,0.016000
13,121,255,6,20266633,500,257,0.514000,0.014000
13,121,255,7,20267633,500,261,0.522000,0.022000
13,121,255,8,20268633,500,262,0.524000,0.024000
13,121,255,9,20269633,500,265,0.530000,0.030000
13,121,255,10,20270633,500,263,0.526000,0.026000
13,121,255,11,20271633,500,258,0.516000,0.016000
13,121,255,12,20272633,500,235,0.470000,-0.030000
13,121,255,13,20273633,500,254,0.508000,0.008000
13,121,255,14,20274633,500,243,0.486000,-0.014000
13,121,255,15,20275633,500,259,0.518000,0.018000
13,121,255,16,20276633,500,244,0.488000,-0.012000
13,121,255,17,20277633,500,246,0.492000,-0.008000
13,121,255,18,20278633,500,232,0.464000,-0.036000
13,121,255,19,20279633,500,259,0.518000,0.018000
13,121,255,20,20280633,500,261,0.522000,0.022000
13,122,255,1,20261634,500,249,0.498000,-0.002000
13,122,255,2,20262634,500,257,0.514000,0.014000
13,122,255,3,20263634,500,230,0.460000,-0.040000
13,122,255,4,20264634,500,262,0.524000,0.024000
13,122,255,5,20265634,500,259,0.518000,0.018000
13,122,255,6,20266634,500,236,0.472000,-0.028000
13,122,255,7,20267634,500,232,0.464000,-0.036000
13,122,255,8,20268634,500,247,0.494000,-0.006000
13,122,255,9,20269634,500,222,0.444000,-0.056000
13,122,255,10,20270634,500,271,0.542000,0.042000
13,122,255,11,20271634,500,243,0.486000,-0.014000
13,122,255,12,20272634,500,251,0.502000,0.002000
13,122,255,13,20273634,500,277,0.554000,0.054000
13,122,255,14,20274634,500,246,0.492000,-0.008000
13,122,255,15,20275634,500,251,0.502000,0.002000
13,122,255,16,20276634,500,243,0.486000,-0.014000
13,122,255,17,20277634,500,264,0.528000,0.028000
13,122,255,18,20278634,500,249,0.498000,-0.002000
13,122,255,19,20279634,500,263,0.526000,0.026000
13,122,255,20,20280634,500,237,0.474000,-0.026000
13,123,255,1,20261635,500,260,0.520000,0.020000
13,123,255,2,20262635,500,264,0.528000,0.028000
13,123,255,3,20263635,500,234,0.468000,-0.032000
13,123,255,4,20264635,500,253,0.506000,0.006000
13,123,255,5,20265635,500,237,0.474000,-0.026000
13,123,255,6,20266635,500,254,0.508000,0.008000
13,123,255,7,20267635,500,247,0.494000,-0.006000
13,123,255,8,20268635,500,255,0.510000,0.010000
13,123,255,9,20269635,500,254,0.508000,0.008000
13,123,255,10,20270635,500,241,0.482000,-0.018000
13,123,255,11,20271635,500,249,0.498000,-0.002000
13,123,255,12,20272635,500,244,0.488000,-0.012000
13,123,255,13,20273635,500,249,0.498000,-0.002000
13,123,255,14,20274635,500,255,0.510000,0.010000
13,123,255,15,20275635,500,249,0.498000,-0.002000
13,123,255,16,20276635,500,257,0.514000,0.014000
13,123,255,17,20277635,500,253,0.506000,0.006000
13,123,255,18,20278635,500,255,0.510000,0.010000
13,123,255,19,20279635,500,257,0.514000,0.014000
13,123,255,20,20280635,500,237,0.474000,-0.026000
13,124,255,1,20261636,500,249,0.498000,-0.002000
13,124,255,2,20262636,500,243,0.486000,-0.014000
13,124,255,3,20263636,500,257,0.514000,0.014000
13,124,255,4,20264636,500,256,0.512000,0.012000
13,124,255,5,20265636,500,245,0.490000,-0.010000
13,124,255,6,20266636,500,248,0.496000,-0.004000
13,124,255,7,20267636,500,249,0.498000,-0.002000
13,124,255,8,20268636,500,262,0.524000,0.024000
13,124,255,9,20269636,500,230,0.460000,-0.040000
13,124,255,10,20270636,500,236,0.472000,-0.028000
13,124,255,11,20271636,500,253,0.506000,0.006000
13,124,255,12,20272636,500,252,0.504000,0.004000
13,124,255,13,20273636,500,258,0.516000,0.016000
13,124,255,14,20274636,500,255,0.510000,0.010000
13,124,255,15,20275636,500,242,0.484000,-0.016000
13,124,255,16,20276636,500,240,0.480000,-0.020000
13,124,255,17,20277636,500,251,0.502000,0.002000
13,124,255,18,20278636,500,266,0.532000,0.032000
13,124,255,19,20279636,500,253,0.506000,0.006000
13,124,255,20,20280636,500,252,0.504000,0.004000
13,125,255,1,20261637,500,245,0.490000,-0.010000
13,125,255,2,20262637,500,269,0.538000,0.038000
13,125,255,3,20263637,500,256,0.512000,0.012000
13,125,255,4,20264637,500,265,0.530000,0.030000
13,125,255,5,20265637,500,252,0.504000,0.004000
13,125,255,6,20266637,500,245,0.490000,-0.010000
13,125,255,7,20267637,500,242,0.484000,-0.016000
13,125,255,8,20268637,500,251,0.502000,0.002000
13,125,255,9,20269637,500,245,0.490000,-0.010000
13,125,255,10,20270637,500,241,0.482000,-0.018000
13,125,255,11,20271637,500,238,0.476000,-0.024000
13,125,255,12,20272637,500,255,0.510000,0.010000
13,125,255,13,20273637,500,257,0.514000,0.014000
13,125,255,14,20274637,500,246,0.492000,-0.008000
13,125,255,15,20275637,500,275,0.550000,0.050000
13,125,255,16,20276637,500,252,0.504000,0.004000
13,125,255,17,20277637,500,260,0.520000,0.020000
13,125,255,18,20278637,500,233,0.466000,-0.034000
13,125,255,19,20279637,500,263,0.526000,0.026000
13,125,255,20,20280637,500,252,0.504000,0.004000
13,126,255,1,20261638,500,241,0.482000,-0.018000
13,126,255,2,20262638,500,263,0.526000,0.026000
13,126,255,3,20263638,500,265,0.530000,0.030000
13,126,255,4,20264638,500,262,0.524000,0.024000
13,126,255,5,20265638,500,268,0.536000,0.036000
13,126,255,6,20266638,500,240,0.480000,-0.020000
13,126,255,7,20267638,500,245,0.490000,-0.010000
13,126,255,8,20268638,500,255,0.510000,0.010000
13,126,255,9,20269638,500,259,0.518000,0.018000
13,126,255,10,20270638,500,259,0.518000,0.018000
13,126,255,11,20271638,500,255,0.510000,0.010000
13,126,255,12,20272638,500,249,0.498000,-0.002000
13,126,255,13,20273638,500,256,0.512000,0.012000
13,126,255,14,20274638,500,245,0.490000,-0.010000
13,126,255,15,20275638,500,249,0.498000,-0.002000
13,126,255,16,20276638,500,258,0.516000,0.016000
13,126,255,17,20277638,500,238,0.476000,-0.024000
13,126,255,18,20278638,500,242,0.484000,-0.016000
13,126,255,19,20279638,500,254,0.508000,0.008000
13,126,255,20,20280638,500,251,0.502000,0.002000
13,127,255,1,20261639,500,256,0.512000,0.012000
13,127,255,2,20262639,500,270,0.540000,0.040000
13,127,255,3,20263639,500,245,0.490000,-0.010000
13,127,255,4,20264639,500,262,0.524000,0.024000
13,127,255,5,20265639,500,256,0.512000,0.012000
13,127,255,6,20266639,500,250,0.500000,0.000000
13,127,255,7,20267639,500,253,0.506000,0.006000
13,127,255,8,20268639,500,257,0.514000,0.014000
13,127,255,9,20269639,500,256,0.512000,0.012000
13,127,255,10,20270639,500,256,0.512000,0.012000
13,127,255,11,20271639,500,229,0.458000,-0.042000
13,127,255,12,20272639,500,262,0.524000,0.024000
13,127,255,13,20273639,500,245,0.490000,-0.010000
13,127,255,14,20274639,500,258,0.516000,0.016000
13,127,255,15,20275639,500,244,0.488000,-0.012000
13,127,255,16,20276639,500,237,0.474000,-0.026000
13,127,255,17,20277639,500,258,0.516000,0.016000
13,127,255,18,20278639,500,265,0.530000,0.030000
13,127,255,19,20279639,500,268,0.536000,0.036000
13,127,255,20,20280639,500,251,0.502000,0.002000
13,128,255,1,20261640,500,255,0.510000,0.010000
13,128,255,2,20262640,500,233,0.466000,-0.034000
13,128,255,3,20263640,500,246,0.492000,-0.008000
13,128,255,4,20264640,500,258,0.516000,0.016000
13,128,255,5,20265640,500,254,0.508000,0.008000
13,128,255,6,20266640,500,252,0.504000,0.004000
13,128,255,7,20267640,500,246,0.492000,-0.008000
13,128,255,8,20268640,500,253,0.506000,0.006000
13,128,255,9,20269640,500,253,0.506000,0.006000
13,128,255,10,20270640,500,249,0.498000,-0.002000
13,128,255,11,20271640,500,263,0.526000,0.026000
13,128,255,12,20272640,500,234,0.468000,-0.032000
13,128,255,13,20273640,500,243,0.486000,-0.014000
13,128,255,14,20274640,500,253,0.506000,0.006000
13,128,255,15,20275640,500,264,0.528000,0.028000
13,128,255,16,20276640,500,247,0.494000,-0.006000
13,128,255,17,20277640,500,251,0.502000,0.002000
13,128,255,18,20278640,500,258,0.516000,0.016000
13,128,255,19,20279640,500,249,0.498000,-0.002000
13,128,255,20,20280640,500,232,0.464000,-0.036000
13,129,255,1,20261641,500,228,0.456000,-0.044000
13,129,255,2,20262641,500,242,0.484000,-0.016000
13,129,255,3,20263641,500,252,0.504000,0.004000
13,129,255,4,20264641,500,258,0.516000,0.016000
13,129,255,5,20265641,500,265,0.530000,0.030000
13,129,255,6,20266641,500,249,0.498000,-0.002000
13,129,255,7,20267641,500,250,0.500000,0.000000
13,129,255,8,20268641,500,255,0.510000,0.010000
13,129,255,9,20269641,500,248,0.496000,-0.004000
13,129,255,10,20270641,500,251,0.502000,0.002000
13,129,255,11,20271641,500,251,0.502000,0.002000
13,129,255,12,20272641,500,256,0.512000,0.012000
13,129,255,13,20273641,500,239,0.478000,-0.022000
13,129,255,14,20274641,500,249,0.498000,-0.002000
13,129,255,15,20275641,500,243,0.486000,-0.014000
13,129,255,16,20276641,500,253,0.506000,0.006000
13,129,255,17,20277641,500,230,0.460000,-0.040000
13,129,255,18,20278641,500,264,0.528000,0.028000
13,129,255,19,20279641,500,241,0.482000,-0.018000
13,129,255,20,20280641,500,254,0.508000,0.008000
13,130,255,1,20261642,500,247,0.494000,-0.006000
13,130,255,2,20262642,500,239,0.478000,-0.022000
13,130,255,3,20263642,500,273,0.546000,0.046000
13,130,255,4,20264642,500,251,0.502000,0.002000
13,130,255,5,20265642,500,244,0.488000,-0.012000
13,130,255,6,20266642,500,266,0.532000,0.032000
13,130,255,7,20267642,500,248,0.496000,-0.004000
13,130,255,8,20268642,500,257,0.514000,0.014000
13,130,255,9,20269642,500,245,0.490000,-0.010000
13,130,255,10,20270642,500,243,0.486000,-0.014000
13,130,255,11,20271642,500,234,0.468000,-0.032000
13,130,255,12,20272642,500,232,0.464000,-0.036000
13,130,255,13,20273642,500,222,0.444000,-0.056000
13,130,255,14,20274642,500,263,0.526000,0.026000
13,130,255,15,20275642,500,246,0.492000,-0.008000
13,130,255,16,20276642,500,252,0.504000,0.004000
13,130,255,17,20277642,500,255,0.510000,0.010000
13,130,255,18,20278642,500,238,0.476000,-0.024000
13,130,255,19,20279642,500,252,0.504000,0.004000
13,130,255,20,20280642,500,240,0.480000,-0.020000
13,131,255,1,20261643,500,253,0.506000,0.006000
13,131,255,2,20262643,500,254,0.508000,0.008000
13,131,255,3,20263643,500,250,0.500000,0.000000
13,131,255,4,20264643,500,255,0.510000,0.010000
13,131,255,5,20265643,500,242,0.484000,-0.016000
13,131,255,6,20266643,500,268,0.536000,0.036000
13,131,255,7,20267643,500,253,0.506000,0.006000
13,131,255,8,20268643,500,237,0.474000,-0.026000
13,131,255,9,20269643,500,261,0.522000,0.022000
13,131,255,10,20270643,500,237,0.474000,-0.026000
13,131,255,11,20271643,500,239,0.478000,-0.022000
13,131,255,12,20272643,500,247,0.494000,-0.006000
13,131,255,13,20273643,500,248,0.496000,-0.004000
13,131,255,14,20274643,500,263,0.526000,0.026000
13,131,255,15,20275643,500,224,0.448000,-0.052000
13,131,255,16,20276643,500,262,0.524000,0.024000
13,131,255,17,20277643,500,263,0.526000,0.026000
13,131,255,18,20278643,500,244,0.488000,-0.012000
13,131,255,19,20279643,500,254,0.508000,0.008000
13,131,255,20,20280643,500,255,0.510000,0.010000
13,132,255,1,20261644,500,241,0.482000,-0.018000
13,132,255,2,20262644,500,259,0.518000,0.018000
13,132,255,3,20263644,500,252,0.504000,0.004000
13,132,255,4,20264644,500,269,0.538000,0.038000
13,132,255,5,20265644,500,239,0.478000,-0.022000
13,132,255,6,20266644,500,249,0.498000,-0.002000
13,132,255,7,20267644,500,265,0.530000,0.030000
13,132,255,8,20268644,500,242,0.484000,-0.016000
13,132,255,9,20269644,500,240,0.480000,-0.020000
13,132,255,10,20270644,500,259,0.518000,0.018000
13,132,255,11,20271644,500,252,0.504000,0.004000
13,132,255,12,20272644,500,258,0.516000,0.016000
13,132,255,13,20273644,500,256,0.512000,0.012000
13,132,255,14,20274644,500,243,0.486000,-0.014000
13,132,255,15,20275644,500,265,0.530000,0.030000
13,132,255,16,20276644,500,261,0.522000,0.022000
13,132,255,17,20277644,500,243,0.486000,-0.014000
13,132,255,18,20278644,500,251,0.502000,0.002000
13,132,255,19,20279644,500,241,0.482000,-0.018000
13,132,255,20,20280644,500,242,0.484000,-0.016000
13,133,255,1,20261645,500,274,0.548000,0.048000
13,133,255,2,20262645,500,265,0.530000,0.030000
13,133,255,3,20263645,500,238,0.476000,-0.024000
13,133,255,4,20264645,500,263,0.526000,0.026000
13,133,255,5,20265645,500,274,0.548000,0.048000
13,133,255,6,20266645,500,253,0.506000,0.006000
13,133,255,7,20267645,500,250,0.500000,0.000000
13,133,255,8,20268645,500,262,0.524000,0.024000
13,133,255,9,20269645,500,249,0.498000,-0.002000
13,133,255,10,20270645,500,234,0.468000,-0.032000
13,133,255,11,20271645,500,270,0.540000,0.040000
13,133,255,12,20272645,500,226,0.452000,-0.048000
13,133,255,13,20273645,500,252,0.504000,0.004000
13,133,255,14,20274645,500,251,0.502000,0.002000
13,133,255,15,20275645,500,247,0.494000,-0.006000
13,133,255,16,20276645,500,242,0.484000,-0.016000
13,133,255,17,20277645,500,259,0.518000,0.018000
13,133,255,18,20278645,500,245,0.490000,-0.010000
13,133,255,19,20279645,500,254,0.508000,0.008000
13,133,255,20,20280645,500,249,0.498000,-0.002000
13,134,255,1,20261646,500,257,0.514000,0.014000
13,134,255,2,20262646,500,224,0.448000,-0.052000
13,134,255,3,20263646,500,258,0.516000,0.016000
13,134,255,4,20264646,500,256,0.512000,0.012000
13,134,255,5,20265646,500,243,0.486000,-0.014000
13,134,255,6,20266646,500,225,0.450000,-0.050000
13,134,255,7,20267646,500,244,0.488000,-0.012000
13,134,255,8,20268646,500,268,0.536000,0.036000
13,134,255,9,20269646,500,247,0.494000,-0.006000
13,134,255,10,20270646,500,227,0.454000,-0.046000
13,134,255,11,20271646,500,254,0.508000,0.008000
13,134,255,12,20272646,500,249,0.498000,-0.002000
13,134,255,13,20273646,500,272,0.544000,0.044000
13,134,255,14,20274646,500,243,0.486000,-0.014000
13,134,255,15,20275646,500,247,0.494000,-0.006000
13,134,255,16,20276646,500,265,0.530000,0.030000
13,134,255,17,20277646,500,233,0.466000,-0.034000
13,134,255,18,20278646,500,250,0.500000,0.000000
13,134,255,19,20279646,500,255,0.510000,0.010000
13,134,255,20,20280646,500,257,0.514000,0.014000
13,135,255,1,20261647,500,250,0.500000,0.000000
13,135,255,2,20262647,500,247,0.494000,-0.006000
13,135,255,3,20263647,500,237,0.474000,-0.026000
13,135,255,4,20264647,500,247,0.494000,-0.006000
13,135,255,5,20265647,500,236,0.472000,-0.028000
13,135,255,6,20266647,500,256,0.512000,0.012000
13,135,255,7,20267647,500,247,0.494000,-0.006000
13,135,255,8,20268647,500,245,0.490000,-0.010000
13,135,255,9,20269647,500,244,0.488000,-0.012000
13,135,255,10,20270647,500,243,0.486000,-0.014000
13,135,255,11,20271647,500,242,0.484000,-0.016000
13,135,255,12,20272647,500,247,0.494000,-0.006000
13,135,255,13,20273647,500,242,0.484000,-0.016000
13,135,255,14,20274647,500,243,0.486000,-0.014000
13,135,255,15,20275647,500,260,0.520000,0.020000
13,135,255,16,20276647,500,251,0.502000,0.002000
13,135,255,17,20277647,500,257,0.514000,0.014000
13,135,255,18,20278647,500,250,0.500000,0.000000
13,135,255,19,20279647,500,264,0.528000,0.028000
13,135,255,20,20280647,500,233,0.466000,-0.034000
13,136,255,1,20261648,500,222,0.444000,-0.056000
13,136,255,2,20262648,500,269,0.538000,0.038000
13,136,255,3,20263648,500,256,0.512000,0.012000
13,136,255,4,20264648,500,244,0.488000,-0.012000
13,136,255,5,20265648,500,250,0.500000,0.000000
13,136,255,6,20266648,500,254,0.508000,0.008000
13,136,255,7,20267648,500,258,0.516000,0.016000
13,136,255,8,20268648,500,242,0.484000,-0.016000
13,136,255,9,20269648,500,250,0.500000,0.000000
13,136,255,10,20270648,500,246,0.492000,-0.008000
13,136,255,11,20271648,500,258,0.516000,0.016000
13,136,255,12,20272648,500,239,0.478000,-0.022000
13,136,255,13,20273648,500,253,0.506000,0.006000
13,136,255,14,20274648,500,230,0.460000,-0.040000
13,136,255,15,20275648,500,235,0.470000,-0.030000
13,136,255,16,20276648,500,253,0.506000,0.006000
13,136,255,17,20277648,500,252,0.504000,0.004000
13,136,255,18,20278648,500,265,0.530000,0.030000
13,136,255,19,20279648,500,263,0.526000,0.026000
13,136,255,20,20280648,500,246,0.492000,-0.008000
13,137,255,1,20261649,500,256,0.512000,0.012000
13,137,255,2,20262649,500,246,0.492000,-0.008000
13,137,255,3,20263649,500,262,0.524000,0.024000
13,137,255,4,20264649,500,250,0.500000,0.000000
13,137,255,5,20265649,500,246,0.492000,-0.008000
13,137,255,6,20266649,500,260,0.520000,0.020000
13,137,255,7,20267649,500,243,0.486000,-0.014000
13,137,255,8,20268649,500,244,0.488000,-0.012000
13,137,255,9,20269649,500,236,0.472000,-0.028000
13,137,255,10,20270649,500,254,0.508000,0.008000
13,137,255,11,20271649,500,246,0.492000,-0.008000
13,137,255,12,20272649,500,241,0.482000,-0.018000
13,137,255,13,20273649,500,232,0.464000,-0.036000
13,137,255,14,20274649,500,262,0.524000,0.024000
13,137,255,15,20275649,500,256,0.512000,0.012000
13,137,255,16,20276649,500,257,0.514000,0.014000
13,137,255,17,20277649,500,257,0.514000,0.014000
13,137,255,18,20278649,500,259,0.518000,0.018000
13,137,255,19,20279649,500,263,0.526000,0.026000
13,137,255,20,20280649,500,247,0.494000,-0.006000
13,138,255,1,20261650,500,251,0.502000,0.002000
13,138,255,2,20262650,500,240,0.480000,-0.020000
13,138,255,3,20263650,500,243,0.486000,-0.014000
13,138,255,4,20264650,500,241,0.482000,-0.018000
13,138,255,5,20265650,500,250,0.500000,0.000000
13,138,255,6,20266650,500,246,0.492000,-0.008000
13,138,255,7,20267650,500,233,0.466000,-0.034000
13,138,255,8,20268650,500,253,0.506000,0.006000
13,138,255,9,20269650,500,250,0.500000,0.000000
13,138,255,10,20270650,500,240,0.480000,-0.020000
13,138,255,11,20271650,500,249,0.498000,-0.002000
13,138,255,12,20272650,500,245,0.490000,-0.010000
13,138,255,13,20273650,500,250,0.500000,0.000000
13,138,255,14,20274650,500,248,0.496000,-0.004000
13,138,255,15,20275650,500,245,0.490000,-0.010000
13,138,255,16,20276650,500,257,0.514000,0.014000
13,138,255,17,20277650,500,253,0.506000,0.006000
13,138,255,18,20278650,500,236,0.472000,-0.028000
13,138,255,19,20279650,500,237,0.474000,-0.026000
13,138,255,20,20280650,500,250,0.500000,0.000000
13,139,255,1,20261651,500,241,0.482000,-0.018000
13,139,255,2,20262651,500,246,0.492000,-0.008000
13,139,255,3,20263651,500,263,0.526000,0.026000
13,139,255,4,20264651,500,246,0.492000,-0.008000
13,139,255,5,20265651,500,249,0.498000,-0.002000
13,139,255,6,20266651,500,231,0.462000,-0.038000
13,139,255,7,20267651,500,251,0.502000,0.002000
13,139,255,8,20268651,500,259,0.518000,0.018000
13,139,255,9,20269651,500,252,0.504000,0.004000
13,139,255,10,20270651,500,235,0.470000,-0.030000
13,139,255,11,20271651,500,241,0.482000,-0.018000
13,139,255,12,20272651,500,245,0.490000,-0.010000
13,139,255,13,20273651,500,245,0.490000,-0.010000
13,139,255,14,20274651,500,240,0.480000,-0.020000
13,139,255,15,20275651,500,252,0.504000,0.004000
13,139,255,16,20276651,500,244,0.488000,-0.012000
13,139,255,17,20277651,500,264,0.528000,0.028000
13,139,255,18,20278651,500,255,0.510000,0.010000
13,139,255,19,20279651,500,252,0.504000,0.004000
13,139,255,20,20280651,500,249,0.498000,-0.002000
13,140,255,1,20261652,500,241,0.482000,-0.018000
13,140,255,2,20262652,500,244,0.488000,-0.012000
13,140,255,3,20263652,500,251,0.502000,0.002000
13,140,255,4,20264652,500,246,0.492000,-0.008000
13,140,255,5,20265652,500,237,0.474000,-0.026000
13,140,255,6,20266652,500,251,0.502000,0.002000
13,140,255,7,20267652,500,257,0.514000,0.014000
13,140,255,8,20268652,500,241,0.482000,-0.018000
13,140,255,9,20269652,500,249,0.498000,-0.002000
13,140,255,10,20270652,500,241,0.482000,-0.018000
13,140,255,11,20271652,500,264,0.528000,0.028000
13,140,255,12,20272652,500,255,0.510000,0.010000
13,140,255,13,20273652,500,253,0.506000,0.006000
13,140,255,14,20274652,500,253,0.506000,0.006000
13,140,255,15,20275652,500,276,0.552000,0.052000
13,140,255,16,20276652,500,240,0.480000,-0.020000
13,140,255,17,20277652,500,249,0.498000,-0.002000
13,140,255,18,20278652,500,276,0.552000,0.052000
13,140,255,19,20279652,500,260,0.520000,0.020000
13,140,255,20,20280652,500,255,0.510000,0.010000
13,141,255,1,20261653,500,266,0.532000,0.032000
13,141,255,2,20262653,500,249,0.498000,-0.002000
13,141,255,3,20263653,500,270,0.540000,0.040000
13,141,255,4,20264653,500,241,0.482000,-0.018000
13,141,255,5,20265653,500,250,0.500000,0.000000
13,141,255,6,20266653,500,254,0.508000,0.008000
13,141,255,7,20267653,500,262,0.524000,0.024000
13,141,255,8,20268653,500,238,0.476000,-0.024000
13,141,255,9,20269653,500,237,0.474000,-0.026000
13,141,255,10,20270653,500,257,0.514000,0.014000
13,141,255,11,20271653,500,247,0.494000,-0.006000
13,141,255,12,20272653,500,255,0.510000,0.010000
13,141,255,13,20273653,500,251,0.502000,0.002000
13,141,255,14,20274653,500,257,0.514000,0.014000
13,141,255,15,20275653,500,253,0.506000,0.006000
13,141,255,16,20276653,500,241,0.482000,-0.018000
13,141,255,17,20277653,500,245,0.490000,-0.010000
13,141,255,18,20278653,500,236,0.472000,-0.028000
13,141,255,19,20279653,500,257,0.514000,0.014000
13,141,255,20,20280653,500,256,0.512000,0.012000
13,142,255,1,20261654,500,249,0.498000,-0.002000
13,142,255,2,20262654,500,244,0.488000,-0.012000
13,142,255,3,20263654,500,271,0.542000,0.042000
13,142,255,4,20264654,500,265,0.530000,0.030000
13,142,255,5,20265654,500,269,0.538000,0.038000
13,142,255,6,20266654,500,246,0.492000,-0.008000
13,142,255,7,20267654,500,252,0.504000,0.004000
13,142,255,8,20268654,500,248,0.496000,-0.004000
13,142,255,9,20269654,500,253,0.506000,0.006000
13,142,255,10,20270654,500,246,0.492000,-0.008000
13,142,255,11,20271654,500,246,0.492000,-0.008000
13,142,255,12,20272654,500,268,0.536000,0.036000
13,142,255,13,20273654,500,250,0.500000,0.000000
13,142,255,14,20274654,500,256,0.512000,0.012000
13,142,255,15,20275654,500,247,0.494000,-0.006000
13,142,255,16,20276654,500,245,0.490000,-0.010000
13,142,255,17,20277654,500,247,0.494000,-0.006000
13,142,255,18,20278654,500,234,0.468000,-0.032000
13,142,255,19,20279654,500,241,0.482000,-0.018000
13,142,255,20,20280654,500,247,0.494000,-0.006000
13,143,255,1,20261655,500,252,0.504000,0.004000
13,143,255,2,20262655,500,257,0.514000,0.014000
13,143,255,3,20263655,500,229,0.458000,-0.042000
13,143,255,4,20264655,500,247,0.494000,-0.006000
13,143,255,5,20265655,500,248,0.496000,-0.004000
13,143,255,6,20266655,500,245,0.490000,-0.010000
13,143,255,7,20267655,500,255,0.510000,0.010000
13,143,255,8,20268655,500,232,0.464000,-0.036000
13,143,255,9,20269655,500,258,0.516000,0.016000
13,143,255,10,20270655,500,255,0.510000,0.010000
13,143,255,11,20271655,500,260,0.520000,0.020000
13,143,255,12,20272655,500,250,0.500000,0.000000
13,143,255,13,20273655,500,248,0.496000,-0.004000
13,143,255,14,20274655,500,243,0.486000,-0.014000
13,143,255,15,20275655,500,244,0.488000,-0.012000
13,143,255,16,20276655,500,256,0.512000,0.012000
13,143,255,17,20277655,500,244,0.488000,-0.012000
13,143,255,18,20278655,500,252,0.504000,0.004000
13,143,255,19,20279655,500,257,0.514000,0.014000
13,143,255,20,20280655,500,243,0.486000,-0.014000
13,144,255,1,20261656,500,250,0.500000,0.000000
13,144,255,2,20262656,500,267,0.534000,0.034000
13,144,255,3,20263656,500,280,0.560000,0.060000
13,144,255,4,20264656,500,233,0.466000,-0.034000
13,144,255,5,20265656,500,228,0.456000,-0.044000
13,144,255,6,20266656,500,246,0.492000,-0.008000
13,144,255,7,20267656,500,239,0.478000,-0.022000
13,144,255,8,20268656,500,264,0.528000,0.028000
13,144,255,9,20269656,500,236,0.472000,-0.028000
13,144,255,10,20270656,500,237,0.474000,-0.026000
13,144,255,11,20271656,500,247,0.494000,-0.006000
13,144,255,12,20272656,500,235,0.470000,-0.030000
13,144,255,13,20273656,500,250,0.500000,0.000000
13,144,255,14,20274656,500,266,0.532000,0.032000
13,144,255,15,20275656,500,250,0.500000,0.000000
13,144,255,16,20276656,500,259,0.518000,0.018000
13,144,255,17,20277656,500,253,0.506000,0.006000
13,144,255,18,20278656,500,250,0.500000,0.000000
13,144,255,19,20279656,500,246,0.492000,-0.008000
13,144,255,20,20280656,500,270,0.540000,0.040000
13,145,255,1,20261657,500,241,0.482000,-0.018000
13,145,255,2,20262657,500,245,0.490000,-0.010000
13,145,255,3,20263657,500,253,0.506000,0.006000
13,145,255,4,20264657,500,259,0.518000,0.018000
13,145,255,5,20265657,500,239,0.478000,-0.022000
13,145,255,6,20266657,500,246,0.492000,-0.008000
13,145,255,7,20267657,500,263,0.526000,0.026000
13,145,255,8,20268657,500,263,0.526000,0.026000
13,145,255,9,20269657,500,247,0.494000,-0.006000
13,145,255,10,20270657,500,260,0.520000,0.020000
13,145,255,11,20271657,500,243,0.486000,-0.014000
13,145,255,12,20272657,500,251,0.502000,0.002000
13,145,255,13,20273657,500,254,0.508000,0.008000
13,145,255,14,20274657,500,234,0.468000,-0.032000
13,145,255,15,20275657,500,241,0.482000,-0.018000
13,145,255,16,20276657,500,239,0.478000,-0.022000
13,145,255,17,20277657,500,252,0.504000,0.004000
13,145,255,18,20278657,500,253,0.506000,0.006000
13,145,255,19,20279657,500,251,0.502000,0.002000
13,145,255,20,20280657,500,247,0.494000,-0.006000
13,146,255,1,20261658,500,261,0.522000,0.022000
13,146,255,2,20262658,500,242,0.484000,-0.016000
13,146,255,3,20263658,500,241,0.482000,-0.018000
13,146,255,4,20264658,500,257,0.514000,0.014000
13,146,255,5,20265658,500,233,0.466000,-0.034000
13,146,255,6,20266658,500,234,0.468000,-0.032000
13,146,255,7,20267658,500,239,0.478000,-0.022000
13,146,255,8,20268658,500,234,0.468000,-0.032000
13,146,255,9,20269658,500,263,0.526000,0.026000
13,146,255,10,20270658,500,256,0.512000,0.012000
13,146,255,11,20271658,500,256,0.512000,0.012000
13,146,255,12,20272658,500,253,0.506000,0.006000
13,146,255,13,20273658,500,232,0.464000,-0.036000
13,146,255,14,20274658,500,249,0.498000,-0.002000
13,146,255,15,20275658,500,256,0.512000,0.012000
13,146,255,16,20276658,500,240,0.480000,-0.020000
13,146,255,17,20277658,500,242,0.484000,-0.016000
13,146,255,18,20278658,500,249,0.498000,-0.002000
13,146,255,19,20279658,500,236,0.472000,-0.028000
13,146,255,20,20280658,500,240,0.480000,-0.020000
13,147,255,1,20261659,500,233,0.466000,-0.034000
13,147,255,2,20262659,500,244,0.488000,-0.012000
13,147,255,3,20263659,500,245,0.490000,-0.010000
13,147,255,4,20264659,500,251,0.502000,0.002000
13,147,255,5,20265659,500,260,0.520000,0.020000
13,147,255,6,20266659,500,242,0.484000,-0.016000
13,147,255,7,20267659,500,260,0.520000,0.020000
13,147,255,8,20268659,500,246,0.492000,-0.008000
