rounds,input_bit_index,output_bit_index,seed,rng_seed,samples,flip_count,flip_rate,baseline_delta
13,69,255,19,20279581,500,253,0.506000,0.006000
13,69,255,20,20280581,500,251,0.502000,0.002000
13,70,255,1,20261582,500,256,0.512000,0.012000
13,70,255,2,20262582,500,266,0.532000,0.032000
13,70,255,3,20263582,500,269,0.538000,0.038000
13,70,255,4,20264582,500,254,0.508000,0.008000
13,70,255,5,20265582,500,258,0.516000,0.016000
13,70,255,6,20266582,500,246,0.492000,-0.008000
13,70,255,7,20267582,500,242,0.484000,-0.016000
13,70,255,8,20268582,500,263,0.526000,0.026000
13,70,255,9,20269582,500,233,0.466000,-0.034000
13,70,255,10,20270582,500,250,0.500000,0.000000
13,70,255,11,20271582,500,243,0.486000,-0.014000
13,70,255,12,20272582,500,258,0.516000,0.016000
13,70,255,13,20273582,500,247,0.494000,-0.006000
13,70,255,14,20274582,500,261,0.522000,0.022000
13,70,255,15,20275582,500,249,0.498000,-0.002000
13,70,255,16,20276582,500,256,0.512000,0.012000
13,70,255,17,20277582,500,258,0.516000,0.016000
13,70,255,18,20278582,500,261,0.522000,0.022000
13,70,255,19,20279582,500,264,0.528000,0.028000
13,70,255,20,20280582,500,263,0.526000,0.026000
13,71,255,1,20261583,500,260,0.520000,0.020000
13,71,255,2,20262583,500,243,0.486000,-0.014000
13,71,255,3,20263583,500,221,0.442000,-0.058000
13,71,255,4,20264583,500,244,0.488000,-0.012000
13,71,255,5,20265583,500,263,0.526000,0.026000
13,71,255,6,20266583,500,248,0.496000,-0.004000
13,71,255,7,20267583,500,241,0.482000,-0.018000
13,71,255,8,20268583,500,243,0.486000,-0.014000
13,71,255,9,20269583,500,246,0.492000,-0.008000
13,71,255,10,20270583,500,248,0.496000,-0.004000
13,71,255,11,20271583,500,246,0.492000,-0.008000
13,71,255,12,20272583,500,262,0.524000,0.024000
13,71,255,13,20273583,500,244,0.488000,-0.012000
13,71,255,14,20274583,500,261,0.522000,0.022000
13,71,255,15,20275583,500,269,0.538000,0.038000
13,71,255,16,20276583,500,256,0.512000,0.012000
13,71,255,17,20277583,500,249,0.498000,-0.002000
13,71,255,18,20278583,500,268,0.536000,0.036000
13,71,255,19,20279583,500,261,0.522000,0.022000
13,71,255,20,20280583,500,253,0.506000,0.006000
13,72,255,1,20261584,500,250,0.500000,0.000000
13,72,255,2,20262584,500,229,0.458000,-0.042000
13,72,255,3,20263584,500,255,0.510000,0.010000
13,72,255,4,20264584,500,241,0.482000,-0.018000
13,72,255,5,20265584,500,267,0.534000,0.034000
13,72,255,6,20266584,500,233,0.466000,-0.034000
13,72,255,7,20267584,500,259,0.518000,0.018000
13,72,255,8,20268584,500,245,0.490000,-0.010000
13,72,255,9,20269584,500,256,0.512000,0.012000
13,72,255,10,20270584,500,253,0.506000,0.006000
13,72,255,11,20271584,500,252,0.504000,0.004000
13,72,255,12,20272584,500,250,0.500000,0.000000
13,72,255,13,20273584,500,255,0.510000,0.010000
13,72,255,14,20274584,500,270,0.540000,0.040000
13,72,255,15,20275584,500,233,0.466000,-0.034000
13,72,255,16,20276584,500,247,0.494000,-0.006000
13,72,255,17,20277584,500,241,0.482000,-0.018000
13,72,255,18,20278584,500,247,0.494000,-0.006000
13,72,255,19,20279584,500,247,0.494000,-0.006000
13,72,255,20,20280584,500,249,0.498000,-0.002000
13,73,255,1,20261585,500,257,0.514000,0.014000
13,73,255,2,20262585,500,244,0.488000,-0.012000
13,73,255,3,20263585,500,234,0.468000,-0.032000
13,73,255,4,20264585,500,276,0.552000,0.052000
13,73,255,5,20265585,500,252,0.504000,0.004000
13,73,255,6,20266585,500,239,0.478000,-0.022000
13,73,255,7,20267585,500,246,0.492000,-0.008000
13,73,255,8,20268585,500,240,0.480000,-0.020000
13,73,255,9,20269585,500,260,0.520000,0.020000
13,73,255,10,20270585,500,229,0.458000,-0.042000
13,73,255,11,20271585,500,242,0.484000,-0.016000
13,73,255,12,20272585,500,261,0.522000,0.022000
13,73,255,13,20273585,500,235,0.470000,-0.030000
13,73,255,14,20274585,500,248,0.496000,-0.004000
13,73,255,15,20275585,500,247,0.494000,-0.006000
13,73,255,16,20276585,500,234,0.468000,-0.032000
13,73,255,17,20277585,500,260,0.520000,0.020000
13,73,255,18,20278585,500,255,0.510000,0.010000
13,73,255,19,20279585,500,241,0.482000,-0.018000
13,73,255,20,20280585,500,250,0.500000,0.000000
13,74,255,1,20261586,500,251,0.502000,0.002000
13,74,255,2,20262586,500,239,0.478000,-0.022000
13,74,255,3,20263586,500,288,0.576000,0.076000
13,74,255,4,20264586,500,250,0.500000,0.000000
13,74,255,5,20265586,500,265,0.530000,0.030000
13,74,255,6,20266586,500,245,0.490000,-0.010000
13,74,255,7,20267586,500,244,0.488000,-0.012000
13,74,255,8,20268586,500,251,0.502000,0.002000
13,74,255,9,20269586,500,251,0.502000,0.002000
13,74,255,10,20270586,500,251,0.502000,0.002000
13,74,255,11,20271586,500,258,0.516000,0.016000
13,74,255,12,20272586,500,264,0.528000,0.028000
13,74,255,13,20273586,500,247,0.494000,-0.006000
13,74,255,14,20274586,500,248,0.496000,-0.004000
13,74,255,15,20275586,500,245,0.490000,-0.010000
13,74,255,16,20276586,500,247,0.494000,-0.006000
13,74,255,17,20277586,500,265,0.530000,0.030000
13,74,255,18,20278586,500,247,0.494000,-0.006000
13,74,255,19,20279586,500,252,0.504000,0.004000
13,74,255,20,20280586,500,238,0.476000,-0.024000
13,75,255,1,20261587,500,261,0.522000,0.022000
13,75,255,2,20262587,500,252,0.504000,0.004000
13,75,255,3,20263587,500,232,0.464000,-0.036000
13,75,255,4,20264587,500,258,0.516000,0.016000
13,75,255,5,20265587,500,255,0.510000,0.010000
13,75,255,6,20266587,500,256,0.512000,0.012000
13,75,255,7,20267587,500,261,0.522000,0.022000
13,75,255,8,20268587,500,246,0.492000,-0.008000
13,75,255,9,20269587,500,237,0.474000,-0.026000
13,75,255,10,20270587,500,239,0.478000,-0.022000
13,75,255,11,20271587,500,259,0.518000,0.018000
13,75,255,12,20272587,500,250,0.500000,0.000000
13,75,255,13,20273587,500,240,0.480000,-0.020000
13,75,255,14,20274587,500,252,0.504000,0.004000
13,75,255,15,20275587,500,261,0.522000,0.022000
13,75,255,16,20276587,500,251,0.502000,0.002000
13,75,255,17,20277587,500,230,0.460000,-0.040000
13,75,255,18,20278587,500,267,0.534000,0.034000
13,75,255,19,20279587,500,229,0.458000,-0.042000
13,75,255,20,20280587,500,238,0.476000,-0.024000
13,76,255,1,20261588,500,254,0.508000,0.008000
13,76,255,2,20262588,500,231,0.462000,-0.038000
13,76,255,3,20263588,500,253,0.506000,0.006000
13,76,255,4,20264588,500,245,0.490000,-0.010000
13,76,255,5,20265588,500,266,0.532000,0.032000
13,76,255,6,20266588,500,261,0.522000,0.022000
13,76,255,7,20267588,500,228,0.456000,-0.044000
13,76,255,8,20268588,500,256,0.512000,0.012000
13,76,255,9,20269588,500,237,0.474000,-0.026000
13,76,255,10,20270588,500,241,0.482000,-0.018000
13,76,255,11,20271588,500,257,0.514000,0.014000
13,76,255,12,20272588,500,232,0.464000,-0.036000
13,76,255,13,20273588,500,266,0.532000,0.032000
13,76,255,14,20274588,500,273,0.546000,0.046000
13,76,255,15,20275588,500,261,0.522000,0.022000
13,76,255,16,20276588,500,262,0.524000,0.024000
13,76,255,17,20277588,500,265,0.530000,0.030000
13,76,255,18,20278588,500,242,0.484000,-0.016000
13,76,255,19,20279588,500,241,0.482000,-0.018000
13,76,255,20,20280588,500,249,0.498000,-0.002000
13,77,255,1,20261589,500,253,0.506000,0.006000
13,77,255,2,20262589,500,236,0.472000,-0.028000
13,77,255,3,20263589,500,243,0.486000,-0.014000
13,77,255,4,20264589,500,251,0.502000,0.002000
13,77,255,5,20265589,500,259,0.518000,0.018000
13,77,255,6,20266589,500,237,0.474000,-0.026000
13,77,255,7,20267589,500,266,0.532000,0.032000
13,77,255,8,20268589,500,255,0.510000,0.010000
13,77,255,9,20269589,500,222,0.444000,-0.056000
13,77,255,10,20270589,500,252,0.504000,0.004000
13,77,255,11,20271589,500,270,0.540000,0.040000
13,77,255,12,20272589,500,240,0.480000,-0.020000
13,77,255,13,20273589,500,254,0.508000,0.008000
13,77,255,14,20274589,500,239,0.478000,-0.022000
13,77,255,15,20275589,500,250,0.500000,0.000000
13,77,255,16,20276589,500,231,0.462000,-0.038000
13,77,255,17,20277589,500,259,0.518000,0.018000
13,77,255,18,20278589,500,260,0.520000,0.020000
13,77,255,19,20279589,500,243,0.486000,-0.014000
13,77,255,20,20280589,500,247,0.494000,-0.006000
13,78,255,1,20261590,500,236,0.472000,-0.028000
13,78,255,2,20262590,500,234,0.468000,-0.032000
13,78,255,3,20263590,500,248,0.496000,-0.004000
13,78,255,4,20264590,500,251,0.502000,0.002000
13,78,255,5,20265590,500,264,0.528000,0.028000
13,78,255,6,20266590,500,252,0.504000,0.004000
13,78,255,7,20267590,500,281,0.562000,0.062000
13,78,255,8,20268590,500,246,0.492000,-0.008000
13,78,255,9,20269590,500,262,0.524000,0.024000
13,78,255,10,20270590,500,254,0.508000,0.008000
13,78,255,11,20271590,500,245,0.490000,-0.010000
13,78,255,12,20272590,500,239,0.478000,-0.022000
13,78,255,13,20273590,500,264,0.528000,0.028000
13,78,255,14,20274590,500,228,0.456000,-0.044000
13,78,255,15,20275590,500,245,0.490000,-0.010000
13,78,255,16,20276590,500,262,0.524000,0.024000
13,78,255,17,20277590,500,252,0.504000,0.004000
13,78,255,18,20278590,500,255,0.510000,0.010000
13,78,255,19,20279590,500,253,0.506000,0.006000
13,78,255,20,20280590,500,241,0.482000,-0.018000
13,79,255,1,20261591,500,244,0.488000,-0.012000
13,79,255,2,20262591,500,251,0.502000,0.002000
13,79,255,3,20263591,500,265,0.530000,0.030000
13,79,255,4,20264591,500,257,0.514000,0.014000
13,79,255,5,20265591,500,247,0.494000,-0.006000
13,79,255,6,20266591,500,255,0.510000,0.010000
13,79,255,7,20267591,500,237,0.474000,-0.026000
13,79,255,8,20268591,500,262,0.524000,0.024000
13,79,255,9,20269591,500,269,0.538000,0.038000
13,79,255,10,20270591,500,253,0.506000,0.006000
13,79,255,11,20271591,500,236,0.472000,-0.028000
13,79,255,12,20272591,500,245,0.490000,-0.010000
13,79,255,13,20273591,500,243,0.486000,-0.014000
13,79,255,14,20274591,500,239,0.478000,-0.022000
13,79,255,15,20275591,500,243,0.486000,-0.014000
13,79,255,16,20276591,500,243,0.486000,-0.014000
13,79,255,17,20277591,500,249,0.498000,-0.002000
13,79,255,18,20278591,500,250,0.500000,0.000000
13,79,255,19,20279591,500,239,0.478000,-0.022000
13,79,255,20,20280591,500,253,0.506000,0.006000
13,80,255,1,20261592,500,251,0.502000,0.002000
13,80,255,2,20262592,500,249,0.498000,-0.002000
13,80,255,3,20263592,500,236,0.472000,-0.028000
13,80,255,4,20264592,500,270,0.540000,0.040000
13,80,255,5,20265592,500,251,0.502000,0.002000
13,80,255,6,20266592,500,263,0.526000,0.026000
13,80,255,7,20267592,500,263,0.526000,0.026000
13,80,255,8,20268592,500,247,0.494000,-0.006000
13,80,255,9,20269592,500,235,0.470000,-0.030000
13,80,255,10,20270592,500,234,0.468000,-0.032000
13,80,255,11,20271592,500,261,0.522000,0.022000
13,80,255,12,20272592,500,261,0.522000,0.022000
13,80,255,13,20273592,500,248,0.496000,-0.004000
13,80,255,14,20274592,500,256,0.512000,0.012000
13,80,255,15,20275592,500,249,0.498000,-0.002000
13,80,255,16,20276592,500,267,0.534000,0.034000
13,80,255,17,20277592,500,239,0.478000,-0.022000
13,80,255,18,20278592,500,270,0.540000,0.040000
13,80,255,19,20279592,500,253,0.506000,0.006000
13,80,255,20,20280592,500,244,0.488000,-0.012000
13,81,255,1,20261593,500,246,0.492000,-0.008000
13,81,255,2,20262593,500,256,0.512000,0.012000
13,81,255,3,20263593,500,266,0.532000,0.032000
13,81,255,4,20264593,500,251,0.502000,0.002000
13,81,255,5,20265593,500,256,0.512000,0.012000
13,81,255,6,20266593,500,247,0.494000,-0.006000
13,81,255,7,20267593,500,266,0.532000,0.032000
13,81,255,8,20268593,500,252,0.504000,0.004000
13,81,255,9,20269593,500,255,0.510000,0.010000
13,81,255,10,20270593,500,255,0.510000,0.010000
13,81,255,11,20271593,500,245,0.490000,-0.010000
13,81,255,12,20272593,500,240,0.480000,-0.020000
13,81,255,13,20273593,500,255,0.510000,0.010000
13,81,255,14,20274593,500,253,0.506000,0.006000
13,81,255,15,20275593,500,253,0.506000,0.006000
13,81,255,16,20276593,500,226,0.452000,-0.048000
13,81,255,17,20277593,500,263,0.526000,0.026000
13,81,255,18,20278593,500,248,0.496000,-0.004000
13,81,255,19,20279593,500,256,0.512000,0.012000
13,81,255,20,20280593,500,238,0.476000,-0.024000
13,82,255,1,20261594,500,250,0.500000,0.000000
13,82,255,2,20262594,500,266,0.532000,0.032000
13,82,255,3,20263594,500,262,0.524000,0.024000
13,82,255,4,20264594,500,239,0.478000,-0.022000
13,82,255,5,20265594,500,256,0.512000,0.012000
13,82,255,6,20266594,500,279,0.558000,0.058000
13,82,255,7,20267594,500,255,0.510000,0.010000
13,82,255,8,20268594,500,248,0.496000,-0.004000
13,82,255,9,20269594,500,233,0.466000,-0.034000
13,82,255,10,20270594,500,244,0.488000,-0.012000
13,82,255,11,20271594,500,255,0.510000,0.010000
13,82,255,12,20272594,500,250,0.500000,0.000000
13,82,255,13,20273594,500,279,0.558000,0.058000
13,82,255,14,20274594,500,245,0.490000,-0.010000
13,82,255,15,20275594,500,260,0.520000,0.020000
13,82,255,16,20276594,500,264,0.528000,0.028000
13,82,255,17,20277594,500,242,0.484000,-0.016000
13,82,255,18,20278594,500,266,0.532000,0.032000
13,82,255,19,20279594,500,257,0.514000,0.014000
13,82,255,20,20280594,500,262,0.524000,0.024000
13,83,255,1,20261595,500,247,0.494000,-0.006000
13,83,255,2,20262595,500,266,0.532000,0.032000
13,83,255,3,20263595,500,263,0.526000,0.026000
13,83,255,4,20264595,500,236,0.472000,-0.028000
13,83,255,5,20265595,500,251,0.502000,0.002000
13,83,255,6,20266595,500,248,0.496000,-0.004000
13,83,255,7,20267595,500,236,0.472000,-0.028000
13,83,255,8,20268595,500,271,0.542000,0.042000
13,83,255,9,20269595,500,247,0.494000,-0.006000
13,83,255,10,20270595,500,253,0.506000,0.006000
13,83,255,11,20271595,500,256,0.512000,0.012000
13,83,255,12,20272595,500,262,0.524000,0.024000
13,83,255,13,20273595,500,251,0.502000,0.002000
13,83,255,14,20274595,500,254,0.508000,0.008000
13,83,255,15,20275595,500,259,0.518000,0.018000
13,83,255,16,20276595,500,232,0.464000,-0.036000
13,83,255,17,20277595,500,251,0.502000,0.002000
13,83,255,18,20278595,500,244,0.488000,-0.012000
13,83,255,19,20279595,500,232,0.464000,-0.036000
13,83,255,20,20280595,500,258,0.516000,0.016000
13,84,255,1,20261596,500,246,0.492000,-0.008000
13,84,255,2,20262596,500,228,0.456000,-0.044000
13,84,255,3,20263596,500,243,0.486000,-0.014000
13,84,255,4,20264596,500,274,0.548000,0.048000
13,84,255,5,20265596,500,256,0.512000,0.012000
13,84,255,6,20266596,500,254,0.508000,0.008000
13,84,255,7,20267596,500,266,0.532000,0.032000
13,84,255,8,20268596,500,251,0.502000,0.002000
13,84,255,9,20269596,500,246,0.492000,-0.008000
13,84,255,10,20270596,500,262,0.524000,0.024000
13,84,255,11,20271596,500,255,0.510000,0.010000
13,84,255,12,20272596,500,254,0.508000,0.008000
13,84,255,13,20273596,500,235,0.470000,-0.030000
13,84,255,14,20274596,500,264,0.528000,0.028000
13,84,255,15,20275596,500,262,0.524000,0.024000
13,84,255,16,20276596,500,265,0.530000,0.030000
13,84,255,17,20277596,500,264,0.528000,0.028000
13,84,255,18,20278596,500,249,0.498000,-0.002000
13,84,255,19,20279596,500,246,0.492000,-0.008000
13,84,255,20,20280596,500,248,0.496000,-0.004000
13,85,255,1,20261597,500,250,0.500000,0.000000
13,85,255,2,20262597,500,245,0.490000,-0.010000
13,85,255,3,20263597,500,240,0.480000,-0.020000
13,85,255,4,20264597,500,262,0.524000,0.024000
13,85,255,5,20265597,500,261,0.522000,0.022000
13,85,255,6,20266597,500,256,0.512000,0.012000
13,85,255,7,20267597,500,253,0.506000,0.006000
13,85,255,8,20268597,500,243,0.486000,-0.014000
13,85,255,9,20269597,500,239,0.478000,-0.022000
13,85,255,10,20270597,500,239,0.478000,-0.022000
13,85,255,11,20271597,500,245,0.490000,-0.010000
13,85,255,12,20272597,500,232,0.464000,-0.036000
13,85,255,13,20273597,500,264,0.528000,0.028000
13,85,255,14,20274597,500,265,0.530000,0.030000
13,85,255,15,20275597,500,263,0.526000,0.026000
13,85,255,16,20276597,500,248,0.496000,-0.004000
13,85,255,17,20277597,500,239,0.478000,-0.022000
13,85,255,18,20278597,500,250,0.500000,0.000000
13,85,255,19,20279597,500,235,0.470000,-0.030000
13,85,255,20,20280597,500,236,0.472000,-0.028000
13,86,255,1,20261598,500,242,0.484000,-0.016000
13,86,255,2,20262598,500,257,0.514000,0.014000
13,86,255,3,20263598,500,257,0.514000,0.014000
13,86,255,4,20264598,500,240,0.480000,-0.020000
13,86,255,5,20265598,500,254,0.508000,0.008000
13,86,255,6,20266598,500,240,0.480000,-0.020000
13,86,255,7,20267598,500,247,0.494000,-0.006000
13,86,255,8,20268598,500,246,0.492000,-0.008000
13,86,255,9,20269598,500,243,0.486000,-0.014000
13,86,255,10,20270598,500,254,0.508000,0.008000
13,86,255,11,20271598,500,251,0.502000,0.002000
13,86,255,12,20272598,500,238,0.476000,-0.024000
13,86,255,13,20273598,500,248,0.496000,-0.004000
13,86,255,14,20274598,500,244,0.488000,-0.012000
13,86,255,15,20275598,500,262,0.524000,0.024000
13,86,255,16,20276598,500,252,0.504000,0.004000
13,86,255,17,20277598,500,256,0.512000,0.012000
13,86,255,18,20278598,500,243,0.486000,-0.014000
13,86,255,19,20279598,500,227,0.454000,-0.046000
13,86,255,20,20280598,500,245,0.490000,-0.010000
13,87,255,1,20261599,500,242,0.484000,-0.016000
13,87,255,2,20262599,500,259,0.518000,0.018000
13,87,255,3,20263599,500,260,0.520000,0.020000
13,87,255,4,20264599,500,258,0.516000,0.016000
13,87,255,5,20265599,500,241,0.482000,-0.018000
13,87,255,6,20266599,500,251,0.502000,0.002000
13,87,255,7,20267599,500,247,0.494000,-0.006000
13,87,255,8,20268599,500,255,0.510000,0.010000
13,87,255,9,20269599,500,270,0.540000,0.040000
13,87,255,10,20270599,500,260,0.520000,0.020000
13,87,255,11,20271599,500,239,0.478000,-0.022000
13,87,255,12,20272599,500,250,0.500000,0.000000
13,87,255,13,20273599,500,244,0.488000,-0.012000
13,87,255,14,20274599,500,265,0.530000,0.030000
13,87,255,15,20275599,500,257,0.514000,0.014000
13,87,255,16,20276599,500,231,0.462000,-0.038000
13,87,255,17,20277599,500,267,0.534000,0.034000
13,87,255,18,20278599,500,252,0.504000,0.004000
13,87,255,19,20279599,500,242,0.484000,-0.016000
13,87,255,20,20280599,500,241,0.482000,-0.018000
13,88,255,1,20261600,500,264,0.528000,0.028000
13,88,255,2,20262600,500,260,0.520000,0.020000
13,88,255,3,20263600,500,260,0.520000,0.020000
13,88,255,4,20264600,500,244,0.488000,-0.012000
13,88,255,5,20265600,500,259,0.518000,0.018000
13,88,255,6,20266600,500,271,0.542000,0.042000
13,88,255,7,20267600,500,257,0.514000,0.014000
13,88,255,8,20268600,500,233,0.466000,-0.034000
13,88,255,9,20269600,500,257,0.514000,0.014000
13,88,255,10,20270600,500,244,0.488000,-0.012000
13,88,255,11,20271600,500,269,0.538000,0.038000
13,88,255,12,20272600,500,249,0.498000,-0.002000
13,88,255,13,20273600,500,261,0.522000,0.022000
13,88,255,14,20274600,500,246,0.492000,-0.008000
13,88,255,15,20275600,500,225,0.450000,-0.050000
13,88,255,16,20276600,500,260,0.520000,0.020000
13,88,255,17,20277600,500,245,0.490000,-0.010000
13,88,255,18,20278600,500,261,0.522000,0.022000
13,88,255,19,20279600,500,255,0.510000,0.010000
13,88,255,20,20280600,500,256,0.512000,0.012000
13,89,255,1,20261601,500,265,0.530000,0.030000
13,89,255,2,20262601,500,265,0.530000,0.030000
13,89,255,3,20263601,500,241,0.482000,-0.018000
13,89,255,4,20264601,500,243,0.486000,-0.014000
13,89,255,5,20265601,500,230,0.460000,-0.040000
13,89,255,6,20266601,500,233,0.466000,-0.034000
13,89,255,7,20267601,500,239,0.478000,-0.022000
13,89,255,8,20268601,500,250,0.500000,0.000000
13,89,255,9,20269601,500,245,0.490000,-0.010000
13,89,255,10,20270601,500,256,0.512000,0.012000
13,89,255,11,20271601,500,260,0.520000,0.020000
13,89,255,12,20272601,500,237,0.474000,-0.026000
13,89,255,13,20273601,500,257,0.514000,0.014000
13,89,255,14,20274601,500,257,0.514000,0.014000
13,89,255,15,20275601,500,249,0.498000,-0.002000
13,89,255,16,20276601,500,249,0.498000,-0.002000
13,89,255,17,20277601,500,246,0.492000,-0.008000
13,89,255,18,20278601,500,246,0.492000,-0.008000
13,89,255,19,20279601,500,240,0.480000,-0.020000
13,89,255,20,20280601,500,254,0.508000,0.008000
13,90,255,1,20261602,500,250,0.500000,0.000000
13,90,255,2,20262602,500,256,0.512000,0.012000
13,90,255,3,20263602,500,250,0.500000,0.000000
13,90,255,4,20264602,500,269,0.538000,0.038000
13,90,255,5,20265602,500,245,0.490000,-0.010000
13,90,255,6,20266602,500,239,0.478000,-0.022000
13,90,255,7,20267602,500,252,0.504000,0.004000
13,90,255,8,20268602,500,246,0.492000,-0.008000
13,90,255,9,20269602,500,270,0.540000,0.040000
13,90,255,10,20270602,500,235,0.470000,-0.030000
13,90,255,11,20271602,500,244,0.488000,-0.012000
13,90,255,12,20272602,500,266,0.532000,0.032000
13,90,255,13,20273602,500,226,0.452000,-0.048000
13,90,255,14,20274602,500,244,0.488000,-0.012000
13,90,255,15,20275602,500,251,0.502000,0.002000
13,90,255,16,20276602,500,233,0.466000,-0.034000
13,90,255,17,20277602,500,227,0.454000,-0.046000
13,90,255,18,20278602,500,219,0.438000,-0.062000
13,90,255,19,20279602,500,253,0.506000,0.006000
13,90,255,20,20280602,500,241,0.482000,-0.018000
13,91,255,1,20261603,500,253,0.506000,0.006000
13,91,255,2,20262603,500,262,0.524000,0.024000
13,91,255,3,20263603,500,267,0.534000,0.034000
13,91,255,4,20264603,500,233,0.466000,-0.034000
13,91,255,5,20265603,500,255,0.510000,0.010000
13,91,255,6,20266603,500,248,0.496000,-0.004000
13,91,255,7,20267603,500,262,0.524000,0.024000
13,91,255,8,20268603,500,257,0.514000,0.014000
13,91,255,9,20269603,500,245,0.490000,-0.010000
13,91,255,10,20270603,500,247,0.494000,-0.006000
13,91,255,11,20271603,500,220,0.440000,-0.060000
13,91,255,12,20272603,500,250,0.500000,0.000000
13,91,255,13,20273603,500,237,0.474000,-0.026000
13,91,255,14,20274603,500,252,0.504000,0.004000
13,91,255,15,20275603,500,258,0.516000,0.016000
13,91,255,16,20276603,500,228,0.456000,-0.044000
13,91,255,17,20277603,500,255,0.510000,0.010000
13,91,255,18,20278603,500,235,0.470000,-0.030000
13,91,255,19,20279603,500,244,0.488000,-0.012000
13,91,255,20,20280603,500,250,0.500000,0.000000
13,92,255,1,20261604,500,237,0.474000,-0.026000
13,92,255,2,20262604,500,254,0.508000,0.008000
13,92,255,3,20263604,500,263,0.526000,0.026000
13,92,255,4,20264604,500,257,0.514000,0.014000
13,92,255,5,20265604,500,246,0.492000,-0.008000
13,92,255,6,20266604,500,246,0.492000,-0.008000
13,92,255,7,20267604,500,262,0.524000,0.024000
13,92,255,8,20268604,500,269,0.538000,0.038000
13,92,255,9,20269604,500,262,0.524000,0.024000
13,92,255,10,20270604,500,257,0.514000,0.014000
13,92,255,11,20271604,500,250,0.500000,0.000000
13,92,255,12,20272604,500,254,0.508000,0.008000
13,92,255,13,20273604,500,233,0.466000,-0.034000
13,92,255,14,20274604,500,254,0.508000,0.008000
13,92,255,15,20275604,500,243,0.486000,-0.014000
13,92,255,16,20276604,500,250,0.500000,0.000000
13,92,255,17,20277604,500,259,0.518000,0.018000
13,92,255,18,20278604,500,259,0.518000,0.018000
13,92,255,19,20279604,500,258,0.516000,0.016000
13,92,255,20,20280604,500,236,0.472000,-0.028000
13,93,255,1,20261605,500,271,0.542000,0.042000
13,93,255,2,20262605,500,244,0.488000,-0.012000
13,93,255,3,20263605,500,266,0.532000,0.032000
13,93,255,4,20264605,500,222,0.444000,-0.056000
13,93,255,5,20265605,500,237,0.474000,-0.026000
13,93,255,6,20266605,500,241,0.482000,-0.018000
13,93,255,7,20267605,500,261,0.522000,0.022000
13,93,255,8,20268605,500,239,0.478000,-0.022000
13,93,255,9,20269605,500,239,0.478000,-0.022000
13,93,255,10,20270605,500,263,0.526000,0.026000
13,93,255,11,20271605,500,259,0.518000,0.018000
13,93,255,12,20272605,500,258,0.516000,0.016000
13,93,255,13,20273605,500,252,0.504000,0.004000
13,93,255,14,20274605,500,235,0.470000,-0.030000
13,93,255,15,20275605,500,251,0.502000,0.002000
13,93,255,16,20276605,500,230,0.460000,-0.040000
13,93,255,17,20277605,500,239,0.478000,-0.022000
13,93,255,18,20278605,500,248,0.496000,-0.004000
13,93,255,19,20279605,500,257,0.514000,0.014000
13,93,255,20,20280605,500,254,0.508000,0.008000
13,94,255,1,20261606,500,253,0.506000,0.006000
13,94,255,2,20262606,500,251,0.502000,0.002000
13,94,255,3,20263606,500,278,0.556000,0.056000
13,94,255,4,20264606,500,249,0.498000,-0.002000
13,94,255,5,20265606,500,248,0.496000,-0.004000
13,94,255,6,20266606,500,243,0.486000,-0.014000
13,94,255,7,20267606,500,260,0.520000,0.020000
13,94,255,8,20268606,500,251,0.502000,0.002000
13,94,255,9,20269606,500,252,0.504000,0.004000
13,94,255,10,20270606,500,258,0.516000,0.016000
13,94,255,11,20271606,500,261,0.522000,0.022000
13,94,255,12,20272606,500,265,0.530000,0.030000
13,94,255,13,20273606,500,253,0.506000,0.006000
13,94,255,14,20274606,500,247,0.494000,-0.006000
13,94,255,15,20275606,500,226,0.452000,-0.048000
13,94,255,16,20276606,500,240,0.480000,-0.020000
13,94,255,17,20277606,500,249,0.498000,-0.002000
13,94,255,18,20278606,500,241,0.482000,-0.018000
13,94,255,19,20279606,500,265,0.530000,0.030000
13,94,255,20,20280606,500,254,0.508000,0.008000
13,95,255,1,20261607,500,270,0.540000,0.040000
13,95,255,2,20262607,500,243,0.486000,-0.014000
13,95,255,3,20263607,500,259,0.518000,0.018000
13,95,255,4,20264607,500,238,0.476000,-0.024000
13,95,255,5,20265607,500,258,0.516000,0.016000
13,95,255,6,20266607,500,256,0.512000,0.012000
13,95,255,7,20267607,500,251,0.502000,0.002000
13,95,255,8,20268607,500,249,0.498000,-0.002000
13,95,255,9,20269607,500,270,0.540000,0.040000
13,95,255,10,20270607,500,255,0.510000,0.010000
13,95,255,11,20271607,500,263,0.526000,0.026000
13,95,255,12,20272607,500,238,0.476000,-0.024000
13,95,255,13,20273607,500,237,0.474000,-0.026000
13,95,255,14,20274607,500,240,0.480000,-0.020000
13,95,255,15,20275607,500,244,0.488000,-0.012000
13,95,255,16,20276607,500,246,0.492000,-0.008000
13,95,255,17,20277607,500,239,0.478000,-0.022000
13,95,255,18,20278607,500,258,0.516000,0.016000
13,95,255,19,20279607,500,233,0.466000,-0.034000
13,95,255,20,20280607,500,249,0.498000,-0.002000
13,96,255,1,20261608,500,247,0.494000,-0.006000
13,96,255,2,20262608,500,246,0.492000,-0.008000
13,96,255,3,20263608,500,242,0.484000,-0.016000
13,96,255,4,20264608,500,244,0.488000,-0.012000
13,96,255,5,20265608,500,253,0.506000,0.006000
