rounds,input_bit_index,output_bit_index,seed_count,samples_per_seed,total_samples,flip_count,baseline,flip_rate,ci_level,ci_method,ci_low,ci_high,baseline_delta,ci_contains_baseline,p_value_method,raw_p_value,seed_min_flip_rate,seed_max_flip_rate,holm_adjusted_p_value,holm_reject_baseline
13,144,255,20,500,10000,5006,0.500000,0.500600,0.950000,wilson_score,0.490802,0.510398,0.000600,True,normal_approximation_two_sided,0.91240937,0.456000,0.560000,1,False
13,145,255,20,500,10000,4981,0.500000,0.498100,0.950000,wilson_score,0.488303,0.507899,-0.001900,True,normal_approximation_two_sided,0.71138249,0.468000,0.526000,1,False
13,146,255,20,500,10000,4913,0.500000,0.491300,0.950000,wilson_score,0.481507,0.501100,-0.008700,True,normal_approximation_two_sided,0.083630275,0.464000,0.526000,1,False
13,147,255,20,500,10000,4979,0.500000,0.497900,0.950000,wilson_score,0.488103,0.507699,-0.002100,True,normal_approximation_two_sided,0.68180595,0.466000,0.520000,1,False
13,148,255,20,500,10000,4988,0.500000,0.498800,0.950000,wilson_score,0.489003,0.508598,-0.001200,True,normal_approximation_two_sided,0.81809177,0.468000,0.538000,1,False
13,149,255,20,500,10000,5010,0.500000,0.501000,0.950000,wilson_score,0.491202,0.510798,0.001000,True,normal_approximation_two_sided,0.84930913,0.432000,0.538000,1,False
13,150,255,20,500,10000,5043,0.500000,0.504300,0.950000,wilson_score,0.494501,0.514096,0.004300,True,normal_approximation_two_sided,0.39532509,0.462000,0.568000,1,False
13,151,255,20,500,10000,4970,0.500000,0.497000,0.950000,wilson_score,0.487203,0.506799,-0.003000,True,normal_approximation_two_sided,0.55519065,0.454000,0.540000,1,False
13,152,255,20,500,10000,5041,0.500000,0.504100,0.950000,wilson_score,0.494301,0.513896,0.004100,True,normal_approximation_two_sided,0.41794018,0.466000,0.572000,1,False
13,153,255,20,500,10000,5038,0.500000,0.503800,0.950000,wilson_score,0.494001,0.513596,0.003800,True,normal_approximation_two_sided,0.4532547,0.468000,0.542000,1,False
13,154,255,20,500,10000,5039,0.500000,0.503900,0.950000,wilson_score,0.494101,0.513696,0.003900,True,normal_approximation_two_sided,0.44129989,0.452000,0.564000,1,False
13,155,255,20,500,10000,5047,0.500000,0.504700,0.950000,wilson_score,0.494901,0.514496,0.004700,True,normal_approximation_two_sided,0.35237108,0.474000,0.532000,1,False
13,156,255,20,500,10000,4944,0.500000,0.494400,0.950000,wilson_score,0.484605,0.504199,-0.005600,True,normal_approximation_two_sided,0.26699903,0.456000,0.526000,1,False
13,157,255,20,500,10000,4953,0.500000,0.495300,0.950000,wilson_score,0.485504,0.505099,-0.004700,True,normal_approximation_two_sided,0.35237108,0.464000,0.540000,1,False
13,158,255,20,500,10000,4955,0.500000,0.495500,0.950000,wilson_score,0.485704,0.505299,-0.004500,True,normal_approximation_two_sided,0.37346589,0.458000,0.542000,1,False
13,159,255,20,500,10000,4975,0.500000,0.497500,0.950000,wilson_score,0.487703,0.507299,-0.002500,True,normal_approximation_two_sided,0.6241339,0.466000,0.548000,1,False
13,160,255,20,500,10000,4992,0.500000,0.499200,0.950000,wilson_score,0.489402,0.508998,-0.000800,True,normal_approximation_two_sided,0.88076462,0.466000,0.554000,1,False
13,161,255,20,500,10000,4943,0.500000,0.494300,0.950000,wilson_score,0.484505,0.504099,-0.005700,True,normal_approximation_two_sided,0.25847622,0.454000,0.548000,1,False
13,162,255,20,500,10000,4981,0.500000,0.498100,0.950000,wilson_score,0.488303,0.507899,-0.001900,True,normal_approximation_two_sided,0.71138249,0.460000,0.540000,1,False
13,163,255,20,500,10000,5023,0.500000,0.502300,0.950000,wilson_score,0.492501,0.512097,0.002300,True,normal_approximation_two_sided,0.65271044,0.474000,0.540000,1,False
13,164,255,20,500,10000,5005,0.500000,0.500500,0.950000,wilson_score,0.490702,0.510298,0.000500,True,normal_approximation_two_sided,0.92828721,0.460000,0.550000,1,False
13,165,255,20,500,10000,4987,0.500000,0.498700,0.950000,wilson_score,0.488903,0.508498,-0.001300,True,normal_approximation_two_sided,0.80258735,0.462000,0.536000,1,False
13,166,255,20,500,10000,4943,0.500000,0.494300,0.950000,wilson_score,0.484505,0.504099,-0.005700,True,normal_approximation_two_sided,0.25847622,0.458000,0.534000,1,False
13,167,255,20,500,10000,4935,0.500000,0.493500,0.950000,wilson_score,0.483705,0.503300,-0.006500,True,normal_approximation_two_sided,0.19705066,0.450000,0.536000,1,False
13,168,255,20,500,10000,4973,0.500000,0.497300,0.950000,wilson_score,0.487503,0.507099,-0.002700,True,normal_approximation_two_sided,0.59611193,0.446000,0.550000,1,False
13,169,255,20,500,10000,5046,0.500000,0.504600,0.950000,wilson_score,0.494801,0.514396,0.004600,True,normal_approximation_two_sided,0.36282251,0.466000,0.566000,1,False
13,170,255,20,500,10000,4969,0.500000,0.496900,0.950000,wilson_score,0.487103,0.506699,-0.003100,True,normal_approximation_two_sided,0.54186181,0.458000,0.540000,1,False
13,171,255,20,500,10000,4958,0.500000,0.495800,0.950000,wilson_score,0.486004,0.505599,-0.004200,True,normal_approximation_two_sided,0.40653878,0.458000,0.532000,1,False
13,172,255,20,500,10000,4963,0.500000,0.496300,0.950000,wilson_score,0.486504,0.506099,-0.003700,True,normal_approximation_two_sided,0.46539018,0.464000,0.544000,1,False
13,173,255,20,500,10000,5009,0.500000,0.500900,0.950000,wilson_score,0.491102,0.510698,0.000900,True,normal_approximation_two_sided,0.86501014,0.442000,0.556000,1,False
13,174,255,20,500,10000,5074,0.500000,0.507400,0.950000,wilson_score,0.497600,0.517194,0.007400,True,normal_approximation_two_sided,0.14156175,0.452000,0.548000,1,False
13,175,255,20,500,10000,4991,0.500000,0.499100,0.950000,wilson_score,0.489302,0.508898,-0.000900,True,normal_approximation_two_sided,0.86501014,0.460000,0.540000,1,False
13,176,255,20,500,10000,4957,0.500000,0.495700,0.950000,wilson_score,0.485904,0.505499,-0.004300,True,normal_approximation_two_sided,0.39532509,0.456000,0.524000,1,False
13,177,255,20,500,10000,5026,0.500000,0.502600,0.950000,wilson_score,0.492801,0.512397,0.002600,True,normal_approximation_two_sided,0.61005146,0.446000,0.556000,1,False
13,178,255,20,500,10000,4992,0.500000,0.499200,0.950000,wilson_score,0.489402,0.508998,-0.000800,True,normal_approximation_two_sided,0.88076462,0.466000,0.560000,1,False
13,179,255,20,500,10000,5063,0.500000,0.506300,0.950000,wilson_score,0.496500,0.516095,0.006300,True,normal_approximation_two_sided,0.21129955,0.466000,0.538000,1,False
13,180,255,20,500,10000,5015,0.500000,0.501500,0.950000,wilson_score,0.491702,0.511297,0.001500,True,normal_approximation_two_sided,0.77181624,0.476000,0.528000,1,False
13,181,255,20,500,10000,5144,0.500000,0.514400,0.950000,wilson_score,0.504601,0.524188,0.014400,False,normal_approximation_two_sided,0.004104718,0.470000,0.556000,0.91535211,False
13,182,255,20,500,10000,4935,0.500000,0.493500,0.950000,wilson_score,0.483705,0.503300,-0.006500,True,normal_approximation_two_sided,0.19705066,0.464000,0.526000,1,False
13,183,255,20,500,10000,5030,0.500000,0.503000,0.950000,wilson_score,0.493201,0.512797,0.003000,True,normal_approximation_two_sided,0.55519065,0.460000,0.540000,1,False
13,184,255,20,500,10000,5047,0.500000,0.504700,0.950000,wilson_score,0.494901,0.514496,0.004700,True,normal_approximation_two_sided,0.35237108,0.466000,0.546000,1,False
13,185,255,20,500,10000,4891,0.500000,0.489100,0.950000,wilson_score,0.479309,0.498900,-0.010900,False,normal_approximation_two_sided,0.030006846,0.454000,0.562000,1,False
13,186,255,20,500,10000,5012,0.500000,0.501200,0.950000,wilson_score,0.491402,0.510997,0.001200,True,normal_approximation_two_sided,0.81809177,0.448000,0.532000,1,False
13,187,255,20,500,10000,5038,0.500000,0.503800,0.950000,wilson_score,0.494001,0.513596,0.003800,True,normal_approximation_two_sided,0.4532547,0.460000,0.564000,1,False
13,188,255,20,500,10000,4943,0.500000,0.494300,0.950000,wilson_score,0.484505,0.504099,-0.005700,True,normal_approximation_two_sided,0.25847622,0.454000,0.544000,1,False
13,189,255,20,500,10000,5063,0.500000,0.506300,0.950000,wilson_score,0.496500,0.516095,0.006300,True,normal_approximation_two_sided,0.21129955,0.468000,0.534000,1,False
13,190,255,20,500,10000,5038,0.500000,0.503800,0.950000,wilson_score,0.494001,0.513596,0.003800,True,normal_approximation_two_sided,0.4532547,0.470000,0.534000,1,False
13,191,255,20,500,10000,4980,0.500000,0.498000,0.950000,wilson_score,0.488203,0.507799,-0.002000,True,normal_approximation_two_sided,0.69653655,0.452000,0.548000,1,False
13,192,255,20,500,10000,4960,0.500000,0.496000,0.950000,wilson_score,0.486204,0.505799,-0.004000,True,normal_approximation_two_sided,0.42952777,0.462000,0.542000,1,False
13,193,255,20,500,10000,4891,0.500000,0.489100,0.950000,wilson_score,0.479309,0.498900,-0.010900,False,normal_approximation_two_sided,0.030006846,0.462000,0.532000,1,False
13,194,255,20,500,10000,5266,0.500000,0.526600,0.950000,wilson_score,0.516806,0.536374,0.026600,False,normal_approximation_two_sided,1.0962523e-07,0.482000,0.574000,2.4994554e-05,True
13,195,255,20,500,10000,5062,0.500000,0.506200,0.950000,wilson_score,0.496400,0.515995,0.006200,True,normal_approximation_two_sided,0.2186971,0.436000,0.556000,1,False
13,196,255,20,500,10000,5012,0.500000,0.501200,0.950000,wilson_score,0.491402,0.510997,0.001200,True,normal_approximation_two_sided,0.81809177,0.464000,0.532000,1,False
13,197,255,20,500,10000,4911,0.500000,0.491100,0.950000,wilson_score,0.481307,0.500900,-0.008900,True,normal_approximation_two_sided,0.076727141,0.460000,0.546000,1,False
13,198,255,20,500,10000,4955,0.500000,0.495500,0.950000,wilson_score,0.485704,0.505299,-0.004500,True,normal_approximation_two_sided,0.37346589,0.452000,0.518000,1,False
13,199,255,20,500,10000,5602,0.500000,0.560200,0.950000,wilson_score,0.550450,0.569904,0.060200,False,normal_approximation_two_sided,2.4716077e-33,0.520000,0.624000,5.7341298e-31,True
13,200,255,20,500,10000,4928,0.500000,0.492800,0.950000,wilson_score,0.483006,0.502600,-0.007200,True,normal_approximation_two_sided,0.15271702,0.452000,0.536000,1,False
13,201,255,20,500,10000,4909,0.500000,0.490900,0.950000,wilson_score,0.481107,0.500700,-0.009100,True,normal_approximation_two_sided,0.070295787,0.454000,0.528000,1,False
13,202,255,20,500,10000,5110,0.500000,0.511000,0.950000,wilson_score,0.501200,0.520791,0.011000,False,normal_approximation_two_sided,0.028524237,0.478000,0.556000,1,False
13,203,255,20,500,10000,4775,0.500000,0.477500,0.950000,wilson_score,0.467721,0.487297,-0.022500,False,normal_approximation_two_sided,7.1223174e-06,0.420000,0.518000,0.0016096437,True
13,204,255,20,500,10000,4179,0.500000,0.417900,0.950000,wilson_score,0.408267,0.427597,-0.082100,False,normal_approximation_two_sided,1.6220547e-60,0.388000,0.452000,3.8280491e-58,True
13,205,255,20,500,10000,4986,0.500000,0.498600,0.950000,wilson_score,0.488803,0.508398,-0.001400,True,normal_approximation_two_sided,0.78716025,0.466000,0.554000,1,False
13,206,255,20,500,10000,4926,0.500000,0.492600,0.950000,wilson_score,0.482806,0.502400,-0.007400,True,normal_approximation_two_sided,0.14156175,0.446000,0.532000,1,False
13,207,255,20,500,10000,5075,0.500000,0.507500,0.950000,wilson_score,0.497700,0.517294,0.007500,True,normal_approximation_two_sided,0.13622424,0.476000,0.550000,1,False
13,208,255,20,500,10000,5138,0.500000,0.513800,0.950000,wilson_score,0.504000,0.523589,0.013800,False,normal_approximation_two_sided,0.0059595265,0.460000,0.542000,1,False
13,209,255,20,500,10000,4886,0.500000,0.488600,0.950000,wilson_score,0.478809,0.498400,-0.011400,False,normal_approximation_two_sided,0.023207583,0.440000,0.518000,1,False
13,210,255,20,500,10000,4861,0.500000,0.486100,0.950000,wilson_score,0.476311,0.495899,-0.013900,False,normal_approximation_two_sided,0.0056056293,0.442000,0.524000,1,False
13,211,255,20,500,10000,4985,0.500000,0.498500,0.950000,wilson_score,0.488703,0.508298,-0.001500,True,normal_approximation_two_sided,0.77181624,0.482000,0.524000,1,False
13,212,255,20,500,10000,4895,0.500000,0.489500,0.950000,wilson_score,0.479708,0.499300,-0.010500,False,normal_approximation_two_sided,0.0366178,0.440000,0.532000,1,False
13,213,255,20,500,10000,5048,0.500000,0.504800,0.950000,wilson_score,0.495001,0.514596,0.004800,True,normal_approximation_two_sided,0.34211225,0.462000,0.560000,1,False
13,214,255,20,500,10000,4768,0.500000,0.476800,0.950000,wilson_score,0.467022,0.486596,-0.023200,False,normal_approximation_two_sided,3.6566573e-06,0.432000,0.504000,0.00083006121,True
13,215,255,20,500,10000,4823,0.500000,0.482300,0.950000,wilson_score,0.472515,0.492099,-0.017700,False,normal_approximation_two_sided,0.00041555967,0.432000,0.508000,0.093085365,False
13,216,255,20,500,10000,4512,0.500000,0.451200,0.950000,wilson_score,0.441468,0.460970,-0.048800,False,normal_approximation_two_sided,1.8446827e-22,0.414000,0.486000,4.2427702e-20,True
13,217,255,20,500,10000,4968,0.500000,0.496800,0.950000,wilson_score,0.487003,0.506599,-0.003200,True,normal_approximation_two_sided,0.52869458,0.444000,0.540000,1,False
13,218,255,20,500,10000,5852,0.500000,0.585200,0.950000,wilson_score,0.575513,0.594822,0.085200,False,normal_approximation_two_sided,4.9204225e-65,0.538000,0.630000,1.1661401e-62,True
13,219,255,20,500,10000,4972,0.500000,0.497200,0.950000,wilson_score,0.487403,0.506999,-0.002800,True,normal_approximation_two_sided,0.58231937,0.476000,0.520000,1,False
13,220,255,20,500,10000,4936,0.500000,0.493600,0.950000,wilson_score,0.483805,0.503400,-0.006400,True,normal_approximation_two_sided,0.20408463,0.454000,0.542000,1,False
13,221,255,20,500,10000,4793,0.500000,0.479300,0.950000,wilson_score,0.469518,0.489097,-0.020700,False,normal_approximation_two_sided,3.6276323e-05,0.426000,0.518000,0.0081621728,True
13,222,255,20,500,10000,5696,0.500000,0.569600,0.950000,wilson_score,0.559871,0.579276,0.069600,False,normal_approximation_two_sided,5.507945e-44,0.514000,0.598000,1.2943671e-41,True
13,223,255,20,500,10000,5075,0.500000,0.507500,0.950000,wilson_score,0.497700,0.517294,0.007500,True,normal_approximation_two_sided,0.13622424,0.454000,0.548000,1,False
13,224,255,20,500,10000,649,0.500000,0.064900,0.950000,wilson_score,0.060237,0.069897,-0.435100,False,normal_approximation_two_sided,0,0.044000,0.084000,0,True
13,225,255,20,500,10000,5023,0.500000,0.502300,0.950000,wilson_score,0.492501,0.512097,0.002300,True,normal_approximation_two_sided,0.65271044,0.466000,0.534000,1,False
13,226,255,20,500,10000,4310,0.500000,0.431000,0.950000,wilson_score,0.421322,0.440731,-0.069000,False,normal_approximation_two_sided,2.9275993e-43,0.402000,0.462000,6.8505824e-41,True
13,227,255,20,500,10000,3265,0.500000,0.326500,0.950000,wilson_score,0.317377,0.335756,-0.173500,False,normal_approximation_two_sided,1.1148918e-263,0.304000,0.356000,2.7203361e-261,True
13,228,255,20,500,10000,2108,0.500000,0.210800,0.950000,wilson_score,0.202918,0.218905,-0.289200,False,normal_approximation_two_sided,0,0.188000,0.254000,0,True
13,229,255,20,500,10000,1379,0.500000,0.137900,0.950000,wilson_score,0.131281,0.144797,-0.362100,False,normal_approximation_two_sided,0,0.112000,0.166000,0,True
13,230,255,20,500,10000,5052,0.500000,0.505200,0.950000,wilson_score,0.495401,0.514995,0.005200,True,normal_approximation_two_sided,0.30301001,0.472000,0.552000,1,False
13,231,255,20,500,10000,3845,0.500000,0.384500,0.950000,wilson_score,0.375011,0.394077,-0.115500,False,normal_approximation_two_sided,5.8353431e-118,0.336000,0.450000,1.3888117e-115,True
13,232,255,20,500,10000,2701,0.500000,0.270100,0.950000,wilson_score,0.261487,0.278890,-0.229900,False,normal_approximation_two_sided,0,0.254000,0.314000,0,True
13,233,255,20,500,10000,8264,0.500000,0.826400,0.950000,wilson_score,0.818851,0.833698,0.326400,False,normal_approximation_two_sided,0,0.804000,0.848000,0,True
13,234,255,20,500,10000,5032,0.500000,0.503200,0.950000,wilson_score,0.493401,0.512997,0.003200,True,normal_approximation_two_sided,0.52869458,0.468000,0.548000,1,False
13,235,255,20,500,10000,3784,0.500000,0.378400,0.950000,wilson_score,0.368943,0.387951,-0.121600,False,normal_approximation_two_sided,1.5367164e-130,0.328000,0.432000,3.6727522e-128,True
13,236,255,20,500,10000,2560,0.500000,0.256000,0.950000,wilson_score,0.247541,0.264646,-0.244000,False,normal_approximation_two_sided,0,0.232000,0.284000,0,True
13,237,255,20,500,10000,8423,0.500000,0.842300,0.950000,wilson_score,0.835025,0.849312,0.342300,False,normal_approximation_two_sided,0,0.814000,0.866000,0,True
13,238,255,20,500,10000,4995,0.500000,0.499500,0.950000,wilson_score,0.489702,0.509298,-0.000500,True,normal_approximation_two_sided,0.92828721,0.456000,0.554000,1,False
13,239,255,20,500,10000,5026,0.500000,0.502600,0.950000,wilson_score,0.492801,0.512397,0.002600,True,normal_approximation_two_sided,0.61005146,0.462000,0.552000,1,False
13,240,255,20,500,10000,4580,0.500000,0.458000,0.950000,wilson_score,0.448253,0.467779,-0.042000,False,normal_approximation_two_sided,4.8614217e-17,0.422000,0.500000,1.1132656e-14,True
13,241,255,20,500,10000,3511,0.500000,0.351100,0.950000,wilson_score,0.341804,0.360511,-0.148900,False,normal_approximation_two_sided,9.556537e-195,0.306000,0.376000,2.3031254e-192,True
13,242,255,20,500,10000,2564,0.500000,0.256400,0.950000,wilson_score,0.247937,0.265050,-0.243600,False,normal_approximation_two_sided,0,0.212000,0.294000,0,True
13,243,255,20,500,10000,8395,0.500000,0.839500,0.950000,wilson_score,0.832175,0.846564,0.339500,False,normal_approximation_two_sided,0,0.806000,0.864000,0,True
13,244,255,20,500,10000,5025,0.500000,0.502500,0.950000,wilson_score,0.492701,0.512297,0.002500,True,normal_approximation_two_sided,0.6241339,0.454000,0.564000,1,False
13,245,255,20,500,10000,4345,0.500000,0.434500,0.950000,wilson_score,0.424812,0.444239,-0.065500,False,normal_approximation_two_sided,3.7560783e-39,0.374000,0.496000,8.7516625e-37,True
13,246,255,20,500,10000,3330,0.500000,0.333000,0.950000,wilson_score,0.323829,0.342300,-0.167000,False,normal_approximation_two_sided,1.9151002e-244,0.302000,0.378000,4.6345425e-242,True
13,247,255,20,500,10000,2373,0.500000,0.237300,0.950000,wilson_score,0.229064,0.245738,-0.262700,False,normal_approximation_two_sided,0,0.198000,0.280000,0,True
13,248,255,20,500,10000,1579,0.500000,0.157900,0.950000,wilson_score,0.150885,0.165178,-0.342100,False,normal_approximation_two_sided,0,0.112000,0.188000,0,True
13,249,255,20,500,10000,5006,0.500000,0.500600,0.950000,wilson_score,0.490802,0.510398,0.000600,True,normal_approximation_two_sided,0.91240937,0.462000,0.534000,1,False
13,250,255,20,500,10000,3712,0.500000,0.371200,0.950000,wilson_score,0.361782,0.380717,-0.128800,False,normal_approximation_two_sided,3.223427e-146,0.334000,0.402000,7.7362249e-144,True
13,251,255,20,500,10000,2620,0.500000,0.262000,0.950000,wilson_score,0.253474,0.270709,-0.238000,False,normal_approximation_two_sided,0,0.232000,0.284000,0,True
13,252,255,20,500,10000,4902,0.500000,0.490200,0.950000,wilson_score,0.480408,0.500000,-0.009800,False,normal_approximation_two_sided,0.051176119,0.448000,0.534000,1,False
13,253,255,20,500,10000,4399,0.500000,0.439900,0.950000,wilson_score,0.430196,0.449650,-0.060100,False,normal_approximation_two_sided,3.1484505e-33,0.392000,0.468000,7.2729207e-31,True
13,254,255,20,500,10000,3313,0.500000,0.331300,0.950000,wilson_score,0.322141,0.340588,-0.168700,False,normal_approximation_two_sided,2.1005141e-249,0.286000,0.386000,5.1042492e-247,True
13,255,255,20,500,10000,5010,0.500000,0.501000,0.950000,wilson_score,0.491202,0.510798,0.001000,True,normal_approximation_two_sided,0.84930913,0.436000,0.548000,1,False
